gender,state,age,income,imp.challenge,imp.unlocks,imp.customize,imp.difficulty,imp.characters,imp.storyline,imp.mastery,imp.backstory,imp.dominate,imp.completion,imp.wealth,imp.fantasy,imp.items,imp.power,imp.offbeat,imp.collect,enj.excitement,enj.destruction,enj.others,enj.react,enj.duels,enj.strategy,enj.roleplay,enj.competition,enj.decisions,enj.common.goal,enj.planning,enj.immersion,enj.helping,enj.fast,enj.guns,enj.gore,enj.blow.up,freq.explore,freq.experiment,freq.study,freq.char.creation,freq.stats,freq.customize,freq.test.world,gg.game.presented,gg.maxprice,rank.WarriorGuild,rank.SeraphGuardians,rank.Evercrest,rank.DevilsGate,rank.Marksman,rank.QuestoftheTitan
male,IL,20,22000,4,1,3,3,5,6,4,7,4,2,4,1,3,2,1,3,7,1,4,6,3,4,3,2,5,5,4,2,4,7,4,3,4,3,3,4,4,6,3,3,Seraph Guardians,24,2,1,5,3,4,6
male,NJ,22,46000,4,1,6,3,3,3,7,4,4,2,1,4,3,5,3,1,5,2,3,6,4,4,4,3,4,6,4,3,4,3,2,4,1,3,4,5,3,1,4,3,Warrior Guild,39,1,4,3,2,5,6
male,TX,35,156000,4,4,3,4,5,5,4,5,3,3,3,3,2,2,4,5,5,3,6,5,5,3,3,3,3,7,4,1,5,5,5,5,4,5,3,4,5,3,5,6,Seraph Guardians,81,1,5,2,3,6,4
female,CA,36,90000,3,5,4,3,7,7,2,7,1,5,1,3,5,4,4,5,5,6,2,5,4,2,5,1,3,3,3,4,3,6,5,6,5,2,1,5,3,2,1,1,Evercrest,60,5,1,3,4,6,2
female,WI,18,7000,6,4,5,5,6,5,4,6,5,4,5,4,6,5,4,5,3,4,3,3,5,1,7,6,1,5,1,5,2,3,5,4,4,4,3,3,3,4,6,4,Evercrest,31,3,1,4,5,6,2
female,MI,32,39000,7,5,1,7,5,2,6,5,2,4,5,3,4,4,5,5,3,3,5,4,3,3,5,2,6,4,5,4,2,5,4,3,2,3,3,6,3,3,2,3,Evercrest,34,3,1,4,5,2,6
female,OH,22,11000,7,3,4,6,4,5,6,5,2,3,1,4,7,5,4,3,1,3,6,3,4,5,4,2,7,4,6,3,5,3,2,3,3,5,5,5,5,1,4,7,Evercrest,31,3,1,2,4,5,6
male,CA,20,31000,7,2,4,6,4,5,6,5,5,4,4,6,6,7,4,4,7,2,4,5,3,4,6,3,2,3,5,6,5,6,1,1,1,3,3,7,5,6,4,3,Seraph Guardians,56,4,1,3,6,5,2
female,MO,27,55000,5,1,6,7,7,7,7,6,3,2,4,2,4,3,3,3,4,3,5,4,5,3,3,4,4,5,4,5,6,3,4,4,4,4,5,4,3,4,4,5,Seraph Guardians,55,1,3,2,4,6,5
female,NV,22,27000,3,2,4,1,7,7,2,7,3,3,3,4,5,2,5,2,5,5,6,3,5,2,4,5,3,4,1,3,6,6,6,6,6,7,5,2,2,1,4,5,Warrior Guild,32,4,5,1,2,6,3
female,OK,43,95000,5,5,3,3,7,7,6,7,2,2,5,5,4,4,4,4,5,6,6,6,3,5,2,2,6,6,5,4,6,4,5,5,4,3,3,4,5,4,3,3,Evercrest,80,5,1,2,3,6,4
male,TN,27,66000,5,7,1,5,6,5,5,6,4,7,3,3,3,4,4,7,4,4,4,5,2,4,5,3,4,3,5,3,4,5,4,5,5,1,4,7,1,4,2,3,Warrior Guild,51,6,1,5,4,2,3
male,MI,29,60000,3,5,2,2,3,3,2,3,7,4,3,3,3,4,3,3,5,4,6,5,6,5,5,6,4,4,4,3,7,5,1,2,4,4,5,4,4,4,3,4,Seraph Guardians,43,2,4,3,1,6,5
female,WI,24,34000,5,5,2,4,2,6,4,4,2,7,3,3,3,3,3,7,5,5,4,2,2,4,1,4,5,5,4,4,3,3,5,4,6,5,4,5,1,3,1,2,Seraph Guardians,46,4,1,6,3,2,5
female,NC,37,42000,4,4,1,4,4,3,4,5,2,3,3,3,3,4,4,4,4,7,4,4,1,3,3,1,4,4,4,3,4,6,7,6,5,3,2,5,1,2,1,3,Evercrest,44,3,2,5,1,4,6
male,WA,22,31000,5,2,7,7,6,6,7,5,4,2,6,4,6,5,2,2,5,5,5,5,4,4,4,5,7,5,7,3,7,6,2,4,3,5,4,6,6,5,7,4,Warrior Guild,42,3,2,1,4,5,6
male,SC,35,62000,5,1,2,4,7,7,3,6,2,5,7,2,3,4,3,2,1,6,1,3,4,2,3,4,4,1,3,4,1,4,5,6,7,1,3,4,4,4,2,1,Warrior Guild,38,6,1,5,3,4,2
female,VA,31,121000,3,4,2,3,7,5,4,7,4,5,4,3,3,2,1,3,5,3,5,4,4,5,5,3,3,5,5,3,5,6,2,2,1,2,1,3,3,3,3,1,Seraph Guardians,86,3,1,6,2,4,5
male,WI,22,37000,3,5,4,3,4,4,2,5,5,5,2,4,3,5,2,3,2,4,7,3,4,1,4,5,1,6,1,4,5,2,6,5,4,1,2,2,1,4,3,3,Seraph Guardians,40,2,5,4,1,6,3
female,CA,21,29000,4,3,4,5,1,4,5,3,6,3,1,2,5,4,1,3,6,7,5,6,6,3,4,6,2,6,2,4,7,7,7,7,6,1,1,4,5,1,5,1,Evercrest,47,1,5,3,2,4,6
male,NJ,36,99000,5,7,3,7,5,3,6,5,3,7,5,4,5,4,1,7,4,3,1,2,1,4,3,3,4,2,5,3,1,3,4,3,1,1,1,3,3,3,3,1,Warrior Guild,53,5,1,4,6,2,3
female,OH,18,16000,5,2,4,5,6,7,4,7,4,3,2,4,5,6,6,4,5,4,7,5,7,4,6,5,2,6,3,4,7,4,5,6,5,5,1,4,4,1,5,4,Warrior Guild,40,1,4,2,3,6,5
male,TN,35,44000,4,7,3,5,6,5,2,6,3,7,7,4,4,5,5,5,6,6,2,6,3,2,4,2,2,3,1,4,1,5,6,6,3,1,4,4,3,5,2,5,Evercrest,45,5,1,4,6,3,2
male,FL,23,46000,3,4,3,3,4,3,2,3,6,4,3,4,5,5,3,3,5,7,5,6,6,1,6,6,1,6,2,6,5,7,7,7,7,3,2,2,1,3,1,3,Seraph Guardians,38,2,3,4,1,6,5
female,SC,33,71000,4,4,4,2,2,3,5,3,5,5,4,5,3,5,1,6,5,4,4,6,6,3,5,5,3,3,1,5,5,6,5,7,7,2,5,1,5,3,4,2,Seraph Guardians,49,2,3,6,1,4,5
female,MN,24,60000,5,6,3,6,5,3,4,5,1,1,5,2,3,4,1,4,3,3,2,5,2,6,4,2,4,5,5,5,4,4,4,4,3,3,3,7,4,3,2,1,Seraph Guardians,58,3,1,4,5,2,6
nonbinary,OH,25,56000,6,4,4,7,3,4,6,5,4,5,1,5,6,2,5,6,2,3,4,2,4,4,4,2,7,5,5,4,4,2,4,3,5,2,3,7,5,4,2,4,Seraph Guardians,64,5,1,2,6,3,4
female,NJ,31,77000,2,5,3,5,6,4,3,6,4,4,7,5,6,7,6,3,4,4,4,5,2,7,3,3,5,3,4,5,3,4,3,3,3,3,6,6,2,5,4,5,Evercrest,61,6,1,3,5,4,2
male,CA,21,37000,5,6,4,3,3,3,3,4,4,6,2,3,3,3,1,7,2,3,3,2,2,3,1,4,4,3,2,3,3,1,3,2,4,1,1,3,4,3,2,1,Evercrest,27,4,1,6,5,2,3
female,MO,22,14000,1,4,5,2,7,7,2,7,4,3,2,7,7,7,5,4,4,4,3,4,5,2,7,5,2,5,1,7,2,3,5,5,3,3,4,2,6,2,5,5,Warrior Guild,36,5,3,2,4,6,1
male,CA,28,58000,3,6,3,5,3,3,5,4,4,6,5,3,5,2,3,7,4,4,5,3,3,6,3,4,4,4,5,2,6,6,3,3,5,5,3,4,7,5,3,3,Warrior Guild,44,4,1,6,3,2,5
male,MO,42,88000,4,7,2,5,7,7,6,7,3,7,7,3,6,4,3,7,5,2,1,6,1,7,4,2,5,2,6,4,1,4,1,2,1,5,4,7,2,7,1,3,Seraph Guardians,67,6,1,4,5,2,3
male,NY,20,30000,4,2,1,4,5,6,6,4,6,2,3,4,6,6,6,3,3,1,3,4,5,7,5,4,6,3,7,5,4,5,1,1,1,5,4,7,2,6,3,5,Warrior Guild,38,6,1,2,5,3,4
male,PA,22,39000,5,1,3,6,6,7,5,7,5,1,3,5,5,7,3,1,1,3,5,4,5,1,7,3,3,4,2,6,6,1,6,4,3,2,2,3,3,2,4,1,Evercrest,59,3,2,1,5,6,4
female,NY,18,8000,7,4,5,6,3,1,7,3,5,2,5,7,6,7,6,1,3,6,4,3,3,5,5,6,5,4,5,6,2,4,4,4,5,6,3,6,5,4,7,5,Evercrest,29,1,2,3,4,6,5
male,ND,21,22000,2,7,3,2,3,5,2,3,5,7,5,4,6,5,2,7,4,1,5,4,5,2,7,4,1,5,3,4,1,2,1,1,3,3,3,1,2,5,4,2,Evercrest,23,5,1,4,6,3,2
female,TX,20,21000,6,6,6,7,6,4,5,5,5,5,5,5,6,4,6,6,4,1,7,4,2,5,6,2,6,7,4,5,7,4,1,1,1,3,5,5,4,6,6,5,Warrior Guild,32,5,1,2,6,4,3
female,TX,24,34000,2,6,3,3,6,4,4,5,4,3,6,3,3,2,1,5,3,5,3,5,2,4,4,3,2,4,2,3,4,5,2,2,2,1,1,5,3,5,4,1,Seraph Guardians,34,6,1,4,5,3,2
male,MN,30,87000,3,7,3,2,6,4,1,7,3,7,3,3,6,4,4,7,1,2,3,2,4,1,3,2,1,3,1,4,3,1,2,3,6,2,3,3,1,4,3,1,Seraph Guardians,72,5,1,3,6,4,2
female,CA,24,59000,3,1,5,3,4,5,3,5,3,3,5,5,4,7,4,4,5,3,5,7,4,4,7,3,4,2,4,6,3,5,2,4,2,3,4,5,3,6,5,5,Evercrest,58,5,1,3,4,6,2
male,MD,33,136000,5,7,4,3,6,5,2,5,4,7,4,7,7,7,2,7,4,4,1,5,3,6,7,2,4,1,6,7,1,4,3,3,3,4,4,4,6,5,5,6,Seraph Guardians,98,5,1,4,6,3,2
male,CA,26,35000,7,5,2,7,1,1,7,1,1,5,1,1,1,1,4,4,6,2,5,1,2,5,1,1,4,6,6,1,4,1,4,1,4,4,5,7,1,3,1,1,Evercrest,28,3,2,5,4,1,6
male,AZ,33,77000,4,3,4,2,3,5,3,4,2,3,2,2,2,4,1,3,4,6,6,2,3,4,4,3,4,6,3,2,6,3,5,6,4,1,1,3,1,2,2,1,Evercrest,53,3,2,4,1,5,6
male,IN,25,41000,7,3,1,6,4,1,6,4,3,4,1,1,2,2,2,3,1,4,3,2,3,3,2,1,3,4,2,2,5,2,4,3,6,4,3,5,3,3,2,4,Warrior Guild,33,2,1,5,4,3,6
female,WA,30,84000,5,7,3,5,4,4,2,3,3,7,3,7,4,4,1,7,3,1,7,3,3,2,7,3,4,6,1,3,7,4,3,1,2,1,1,3,2,1,2,1,Evercrest,63,2,1,6,5,4,3
male,PA,38,66000,5,4,5,7,5,6,3,4,3,3,2,6,5,4,3,5,7,5,3,3,3,1,4,2,1,4,3,5,3,5,4,5,5,4,3,4,5,1,5,4,Seraph Guardians,41,2,1,4,5,6,3
male,FL,20,26000,5,7,1,5,4,3,3,4,3,5,3,3,1,2,5,6,3,4,1,4,2,2,2,6,4,1,2,2,3,3,5,3,4,2,4,5,1,4,3,4,Evercrest,25,5,1,6,4,2,3
male,LA,31,67000,4,4,3,3,6,5,4,4,4,4,3,4,4,3,5,3,4,4,6,2,4,2,5,5,1,6,1,3,5,3,5,5,5,3,5,1,4,3,4,4,Seraph Guardians,47,2,1,4,5,6,3
male,MT,32,53000,4,5,6,5,7,7,3,7,1,7,5,4,7,7,2,6,4,7,4,3,2,3,4,3,2,5,2,4,7,4,3,4,1,4,5,6,6,4,4,3,Warrior Guild,44,4,1,3,6,5,2
male,WV,49,45000,6,6,6,5,5,5,3,6,4,7,7,5,7,7,3,7,5,4,3,4,1,1,7,1,3,1,2,3,1,4,4,4,4,3,1,4,4,7,3,4,Warrior Guild,37,5,1,4,6,3,2
male,CT,24,54000,1,7,3,2,3,3,3,5,3,7,3,6,3,2,3,5,3,4,2,2,3,3,3,1,2,3,2,5,3,4,2,2,3,5,4,3,4,4,3,4,Evercrest,40,6,2,4,5,3,1
male,WI,26,46000,1,2,2,3,3,5,3,4,5,2,3,4,3,3,3,4,4,5,7,5,6,1,2,5,1,3,1,3,5,5,4,5,6,1,2,2,5,1,3,3,Evercrest,39,1,5,3,2,6,4
female,OH,22,18000,3,3,6,3,5,6,2,7,6,1,6,4,5,5,3,1,6,3,4,6,7,4,4,5,4,5,4,6,3,5,4,3,1,4,5,6,7,5,5,5,Warrior Guild,28,4,1,3,5,6,2
male,CA,27,69000,6,4,2,6,3,2,3,1,5,7,4,2,2,1,1,7,3,3,2,5,4,4,1,3,4,1,4,1,1,4,3,4,3,2,2,5,1,1,1,2,Seraph Guardians,51,3,2,6,5,1,4
female,TX,23,29000,2,2,1,2,3,2,2,1,4,2,6,3,2,3,2,3,6,5,3,5,3,2,4,5,2,3,2,4,4,5,6,6,6,2,1,1,1,4,1,2,Evercrest,31,2,4,6,1,3,5
male,PA,24,59000,5,6,3,3,4,5,5,5,5,6,3,3,2,3,3,4,4,4,3,5,3,4,2,3,4,4,3,4,3,1,3,2,1,3,3,3,5,4,4,3,Evercrest,51,4,1,5,6,3,2
female,CA,20,16000,5,4,3,4,6,4,3,6,6,4,5,1,2,2,2,3,5,4,6,6,7,3,1,5,4,3,4,2,2,5,5,2,4,2,2,3,5,5,3,2,Seraph Guardians,28,2,1,6,4,3,5
male,CA,38,131000,4,4,1,4,3,1,5,3,3,2,5,1,2,4,1,5,3,7,5,3,1,4,2,3,3,6,4,1,4,1,7,5,7,1,1,4,5,5,2,1,Seraph Guardians,74,2,3,5,1,4,6
male,TX,22,28000,3,2,4,4,7,6,4,4,5,1,5,6,7,7,5,4,4,1,2,5,3,4,6,4,5,4,6,5,2,4,4,2,2,7,5,4,4,6,3,5,Evercrest,44,6,1,3,5,4,2
female,IL,19,18000,4,4,5,1,4,5,4,5,4,5,5,4,5,2,1,5,6,7,2,7,4,6,5,4,3,4,5,3,4,6,7,7,6,2,2,3,3,4,5,2,Seraph Guardians,35,3,2,5,1,6,4
male,CO,23,61000,3,2,1,3,3,4,3,4,5,2,4,1,1,1,4,1,5,2,4,5,4,5,1,6,5,4,5,1,3,6,7,4,4,3,5,4,1,4,2,2,Seraph Guardians,46,2,5,4,1,3,6
male,AL,24,26000,4,1,4,3,7,7,5,6,4,2,1,6,7,3,6,3,2,3,5,1,4,4,3,3,4,7,3,5,7,2,3,4,3,3,3,4,4,2,2,4,Seraph Guardians,37,3,4,1,2,6,5
male,WA,31,74000,1,4,1,4,7,7,2,7,4,2,2,6,5,3,4,1,3,7,3,5,1,3,4,4,3,3,1,5,2,7,5,7,7,4,3,2,1,4,1,3,Seraph Guardians,50,3,2,5,1,6,4
male,FL,35,153000,3,6,6,5,7,7,6,7,4,6,7,7,7,5,2,6,2,4,4,3,4,5,5,2,4,2,6,6,3,4,2,3,2,3,1,5,4,7,5,4,Evercrest,64,6,1,4,5,3,2
female,OH,21,30000,3,6,4,4,7,7,4,6,4,4,2,4,4,4,5,4,5,2,5,2,6,2,5,5,3,7,3,6,7,3,5,2,2,5,3,5,5,4,2,5,Warrior Guild,34,4,3,1,5,6,2
female,OH,21,28000,6,3,1,5,3,5,5,5,4,2,3,3,2,2,4,4,4,4,5,1,5,5,1,5,5,5,6,1,5,1,5,4,3,2,3,4,3,4,2,5,Evercrest,23,3,1,5,2,4,6
male,NV,21,19000,6,2,5,7,7,7,7,6,5,2,7,5,6,3,6,2,5,4,7,5,4,7,5,7,7,7,6,5,7,3,3,4,3,7,7,6,1,5,4,6,Seraph Guardians,29,4,1,2,3,5,6
female,NM,22,26000,3,7,2,5,3,3,3,3,5,7,3,4,3,4,1,7,1,4,3,1,4,3,4,4,4,4,2,2,3,2,2,2,4,2,2,4,1,4,2,2,Seraph Guardians,38,4,1,6,5,2,3
female,CA,23,31000,3,4,6,4,6,7,1,6,4,4,4,6,6,7,2,5,3,1,6,4,2,1,6,5,1,4,2,7,5,5,5,2,3,2,3,2,5,5,6,4,Evercrest,46,4,2,3,5,6,1
female,TX,26,43000,7,3,5,7,7,5,7,5,4,2,4,5,4,5,7,3,5,3,4,5,3,3,4,5,4,3,6,6,4,2,2,3,3,6,7,7,3,6,5,6,Seraph Guardians,39,5,1,3,6,4,2
female,OK,27,36000,4,3,1,2,4,4,3,4,2,6,5,6,4,6,3,5,6,7,2,6,3,1,5,1,2,1,2,4,4,4,7,6,7,1,3,1,4,3,3,2,Evercrest,30,4,2,6,3,5,1
male,NY,18,11000,2,3,2,2,7,7,2,7,5,3,2,5,6,5,3,4,2,1,4,2,5,1,4,6,3,7,1,6,4,4,4,3,2,4,3,2,4,2,3,3,Warrior Guild,28,3,5,1,4,6,2
female,OH,31,79000,4,7,4,4,4,3,2,4,3,6,7,4,6,6,3,5,3,5,3,5,2,1,7,1,1,4,1,7,4,4,4,5,6,2,2,4,2,7,4,3,Seraph Guardians,50,4,1,6,5,3,2
female,MI,23,31000,2,7,6,2,6,5,3,7,2,5,5,2,4,3,2,5,6,1,3,6,3,5,3,3,5,1,2,3,2,5,5,2,1,2,2,4,3,3,4,3,Evercrest,25,5,1,6,4,2,3
female,TX,28,68000,3,2,4,5,6,6,5,4,2,2,5,6,6,4,4,4,5,2,5,5,2,4,5,3,4,6,5,5,4,4,2,1,3,3,4,4,3,3,4,2,Evercrest,64,4,1,2,5,6,3
female,TX,27,43000,7,3,4,6,7,7,7,7,5,6,7,6,7,6,6,4,5,3,4,5,5,6,5,4,5,4,4,7,5,3,3,2,4,5,6,6,7,6,5,5,Seraph Guardians,66,4,1,2,6,5,3
female,NY,37,47000,7,6,2,5,4,4,4,5,5,4,3,7,4,4,3,6,3,4,1,1,2,4,4,2,4,2,5,7,3,1,4,4,2,4,3,4,3,6,3,3,Evercrest,40,5,1,4,6,3,2
male,VA,22,29000,6,2,2,5,3,3,4,4,6,4,2,3,2,2,2,5,7,3,5,6,7,3,1,7,4,6,4,1,7,7,3,2,3,2,1,4,4,3,3,3,Evercrest,36,1,3,5,2,4,6
male,TX,34,105000,2,2,4,6,5,4,5,4,2,3,6,4,4,5,1,1,2,3,4,4,3,4,2,2,5,5,5,3,4,1,2,3,3,1,3,5,2,5,3,5,Evercrest,76,5,1,2,3,6,4
female,UT,20,22000,4,6,3,5,5,5,6,6,5,3,4,6,5,6,5,5,3,4,7,6,6,6,5,4,5,6,5,5,3,5,3,4,4,5,3,5,4,6,4,5,Warrior Guild,43,6,1,2,4,5,3
female,TX,22,20000,6,6,5,5,6,5,6,4,3,5,4,2,2,2,3,6,1,5,6,2,3,5,3,3,4,4,3,4,4,4,5,5,5,4,3,6,4,4,4,1,Seraph Guardians,35,5,1,3,6,4,2
female,NJ,24,50000,7,4,2,7,4,3,6,3,2,4,3,3,3,2,5,4,2,5,2,4,3,6,3,1,4,3,4,3,3,3,4,3,5,4,5,7,3,3,1,7,Seraph Guardians,55,3,1,4,6,2,5
male,NJ,48,134000,4,3,3,4,4,4,5,4,2,5,2,3,2,2,4,5,3,5,1,3,1,6,3,1,4,4,6,1,2,3,4,2,3,3,3,6,3,2,3,2,Warrior Guild,75,6,1,3,4,2,5
male,TX,22,19000,3,3,4,4,4,2,5,2,4,5,5,5,3,5,2,5,5,4,5,7,4,4,5,7,5,7,4,6,6,6,5,4,4,2,3,4,3,4,4,3,Warrior Guild,37,2,3,6,1,4,5
female,CA,20,27000,3,7,4,3,7,7,3,7,5,4,4,5,6,4,4,5,2,5,6,5,5,5,4,4,2,7,3,3,7,3,4,2,5,3,4,2,4,2,4,3,Warrior Guild,30,5,2,1,3,6,4
male,TN,39,46000,3,2,1,4,6,5,4,7,3,1,2,6,3,5,1,2,4,5,2,5,2,3,4,2,4,4,2,6,4,5,7,7,7,3,1,2,1,2,1,2,Warrior Guild,45,5,1,3,2,6,4
female,IL,28,64000,2,5,2,1,7,7,2,6,2,4,1,6,7,7,4,5,3,2,4,3,2,2,7,2,3,7,3,7,5,2,2,3,3,4,5,3,4,3,4,4,Warrior Guild,56,5,1,3,4,6,2
female,CA,20,26000,4,1,5,5,3,6,4,4,5,2,3,6,6,4,4,1,4,2,2,5,4,4,4,5,4,1,4,6,1,4,2,3,3,3,3,3,6,6,7,3,Warrior Guild,36,2,1,5,6,4,3
male,TX,22,18000,1,4,1,3,6,4,3,4,3,3,2,2,5,4,2,2,5,7,1,3,3,3,5,1,1,1,2,3,2,3,7,7,7,1,3,4,1,3,1,1,Evercrest,24,4,1,6,2,5,3
female,AL,34,35000,4,7,4,2,2,3,3,3,3,7,3,5,4,3,1,7,2,3,1,5,3,2,3,2,4,3,2,4,2,4,1,3,3,1,2,3,5,6,5,1,Seraph Guardians,35,4,1,6,5,3,2
male,SC,32,62000,5,6,1,7,1,1,4,1,4,7,2,1,2,1,6,7,1,2,2,3,2,4,1,4,3,3,3,2,1,2,3,4,1,4,4,5,2,3,3,5,Seraph Guardians,60,4,1,5,6,2,3
male,GA,27,35000,5,2,2,5,4,3,6,4,6,5,5,2,4,4,5,2,4,2,7,4,4,6,4,5,7,5,5,3,5,4,1,1,1,3,5,7,3,6,2,6,Warrior Guild,37,5,1,2,4,3,6
female,MI,34,49000,4,4,1,5,4,5,3,1,2,6,3,5,5,5,5,3,4,5,2,3,1,4,6,2,4,3,4,5,3,4,3,2,4,4,2,4,1,5,2,3,Seraph Guardians,58,6,1,5,4,2,3
female,CA,20,22000,3,2,3,1,6,5,4,4,6,5,4,4,4,5,1,4,5,6,5,5,7,2,4,7,1,4,1,4,6,5,5,5,6,1,1,2,1,5,3,2,Seraph Guardians,37,2,3,5,1,6,4
male,CA,32,114000,4,3,1,3,5,5,2,4,3,4,2,6,4,2,1,2,3,7,5,4,5,5,6,2,6,4,6,3,3,4,7,7,7,3,1,5,2,2,3,2,Evercrest,99,2,3,4,1,6,5
male,CA,21,53000,4,6,1,3,5,4,1,4,5,5,2,1,1,4,2,5,5,3,5,6,5,3,3,7,5,5,3,3,2,7,3,3,4,3,4,3,1,4,1,5,Warrior Guild,62,1,3,6,2,4,5
female,CA,25,64000,4,7,5,4,2,1,1,2,2,7,3,2,5,3,3,7,4,6,5,3,4,1,2,4,1,4,2,3,2,3,7,5,6,3,4,2,6,1,4,3,Seraph Guardians,58,4,1,6,2,5,3
male,CO,19,50000,4,3,1,4,3,2,6,3,4,3,3,7,4,6,3,4,5,4,6,5,5,7,5,6,7,6,6,4,5,5,4,3,4,3,1,6,5,4,3,3,Seraph Guardians,36,3,2,4,1,5,6
male,PA,23,45000,6,4,2,3,5,4,5,6,5,5,5,4,5,3,7,4,5,4,4,4,4,5,3,5,3,5,4,4,4,4,3,5,3,5,3,5,2,5,2,5,Seraph Guardians,48,5,1,3,6,4,2
female,TX,22,60000,7,3,4,6,4,4,7,2,5,3,3,4,1,1,2,3,6,3,4,5,7,7,2,6,5,4,7,1,4,6,4,5,2,2,3,7,3,3,4,2,Evercrest,37,1,4,5,2,3,6
male,NY,19,15000,2,2,2,3,5,6,4,4,4,1,3,5,6,7,4,2,6,5,7,6,5,3,7,5,4,7,3,5,7,6,4,7,2,3,4,1,3,3,2,5,Evercrest,16,2,5,3,1,6,4
male,MS,20,23000,3,2,4,3,6,6,4,6,6,3,3,7,4,7,5,3,4,3,6,3,7,3,4,7,5,7,4,7,6,3,2,4,3,6,4,3,2,1,3,4,Seraph Guardians,41,3,4,1,2,6,5
female,TX,41,92000,4,3,1,3,5,6,3,6,2,2,3,1,1,2,1,3,7,5,2,7,2,5,1,2,5,4,4,1,4,7,3,3,4,2,3,5,3,2,2,3,Evercrest,61,5,2,3,1,4,6
female,AZ,32,47000,3,7,4,5,4,7,2,7,1,6,5,4,3,4,4,7,1,3,4,3,2,5,4,2,5,6,4,5,2,2,3,3,2,3,3,5,4,2,3,4,Seraph Guardians,61,5,1,4,6,3,2
male,CA,26,102000,5,6,3,6,4,5,6,5,4,4,2,5,5,5,4,5,4,2,6,6,3,4,3,3,7,4,7,4,6,6,3,4,3,2,4,6,1,1,2,3,Evercrest,90,4,1,5,2,3,6
female,MD,18,9000,4,6,4,4,4,4,2,5,5,5,5,3,4,5,1,7,4,4,2,5,4,1,4,4,2,3,2,3,3,6,4,5,5,1,2,3,4,5,7,3,Warrior Guild,24,3,1,6,5,4,2
male,PA,20,50000,1,3,2,2,4,6,3,5,3,2,5,5,5,7,3,2,3,4,4,3,3,2,7,3,3,5,1,6,4,4,5,5,5,3,3,1,4,4,5,3,Warrior Guild,53,4,3,2,5,6,1
male,IL,29,75000,7,1,1,4,7,4,6,5,2,6,1,3,3,1,1,3,3,6,3,4,4,5,2,5,4,3,4,1,3,4,5,6,5,2,1,6,1,2,1,1,Warrior Guild,57,3,1,5,2,4,6
male,CA,25,125000,6,2,4,5,6,5,4,5,3,1,5,4,3,6,6,5,2,4,3,4,2,4,4,4,3,4,2,6,3,4,4,1,2,5,5,3,5,7,5,5,Warrior Guild,85,4,2,3,6,5,1
male,TN,24,41000,4,2,5,6,7,6,6,4,7,2,2,7,7,6,7,2,5,3,6,5,6,4,5,6,4,5,3,5,6,6,4,1,5,6,7,4,5,1,4,7,Seraph Guardians,40,2,4,1,3,6,5
female,NY,20,14000,6,5,3,7,5,5,5,5,6,5,6,4,4,4,1,5,4,7,6,7,3,4,5,3,5,4,4,4,2,3,7,5,6,1,1,6,1,5,3,1,Seraph Guardians,42,2,1,6,3,4,5
female,PA,30,88000,4,3,2,6,7,7,3,7,3,4,3,1,4,1,2,2,3,5,5,6,2,1,2,2,2,5,5,2,6,6,6,5,7,2,3,3,3,6,2,2,Warrior Guild,48,4,1,3,2,6,5
male,TN,25,54000,6,7,2,7,6,6,2,5,4,6,7,3,4,4,4,7,3,4,3,3,3,2,3,3,2,3,2,3,1,4,3,4,4,4,3,3,1,7,2,6,Warrior Guild,51,5,1,4,6,3,2
male,CA,22,47000,5,5,2,7,2,3,5,2,4,5,1,2,1,1,4,3,3,2,4,5,4,2,2,3,3,4,5,3,7,4,3,3,2,3,6,3,3,2,5,4,Evercrest,40,1,2,4,5,3,6
female,SC,64,116000,3,7,2,4,4,4,4,5,1,7,4,6,5,6,5,7,4,3,1,2,1,2,5,1,4,1,3,5,1,4,1,1,1,1,3,4,3,4,4,4,Seraph Guardians,67,5,1,4,6,3,2
male,HI,18,13000,6,2,4,5,4,5,6,4,4,2,2,4,2,1,3,5,4,5,5,5,2,6,2,4,5,5,4,4,6,6,3,2,3,3,4,4,4,3,4,2,Seraph Guardians,42,1,2,5,3,4,6
female,KY,26,56000,7,3,2,6,5,3,7,4,3,5,6,4,4,5,6,5,6,4,2,4,3,1,3,2,4,4,3,5,5,3,4,6,5,7,6,7,3,4,4,7,Warrior Guild,36,5,1,4,6,3,2
female,CA,20,39000,7,7,1,7,3,1,5,2,3,6,3,1,2,2,4,6,1,4,4,3,3,5,3,4,4,4,6,1,3,1,2,3,3,4,4,5,1,2,1,5,Evercrest,36,4,1,6,3,2,5
male,TX,32,70000,7,3,4,7,7,7,5,7,3,3,2,6,6,3,5,4,4,1,2,5,3,4,4,5,6,3,6,4,3,6,2,2,2,6,6,4,7,4,4,5,Seraph Guardians,66,5,1,2,6,4,3
female,OR,22,39000,5,4,5,2,4,6,3,5,3,5,7,4,5,5,4,2,6,3,4,5,4,4,4,2,4,3,4,4,2,6,4,3,3,5,5,4,3,5,6,6,Warrior Guild,48,5,1,4,6,3,2
male,OK,20,12000,4,7,2,4,3,4,5,6,3,5,2,4,6,5,2,6,3,3,4,3,1,1,6,1,1,4,2,6,4,3,3,3,3,2,2,3,2,3,3,1,Evercrest,16,4,1,3,6,5,2
male,CA,19,22000,3,2,4,3,4,4,3,5,5,2,2,6,4,4,3,2,6,4,6,6,7,1,2,7,2,5,3,5,5,7,3,4,5,3,3,3,3,3,3,3,Evercrest,33,1,4,3,2,6,5
